timestamp,date,vix,spx,strategy,position_action,is_wait,regime,trend_signal,iv_signal,rationale,error
2026-04-28 15:30:00-04:00,2026-04-28,17.809999465942383,7139.240234375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=56 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 09:30:00-04:00,2026-04-29,18.139999389648438,7138.31982421875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 10:30:00-04:00,2026-04-29,18.06999969482422,7132.56982421875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=59 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 11:30:00-04:00,2026-04-29,18.5,7120.56005859375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=63 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 12:30:00-04:00,2026-04-29,18.81999969482422,7121.9501953125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.NEUTRAL,"NORMAL + IV NEUTRAL + BULLISH but IVP=66 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 13:30:00-04:00,2026-04-29,18.479999542236328,7115.81005859375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 14:30:00-04:00,2026-04-29,18.5,7132.18994140625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=63 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-29 15:30:00-04:00,2026-04-29,18.360000610351562,7137.56005859375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-30 09:30:00-04:00,2026-04-30,18.079999923706055,7142.47998046875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-04-30 10:30:00-04:00,2026-04-30,17.43000030517578,7167.52001953125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-04-30 11:30:00-04:00,2026-04-30,17.3799991607666,7174.669921875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-04-30 12:30:00-04:00,2026-04-30,17.459999084472656,7181.3701171875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-04-30 13:30:00-04:00,2026-04-30,17.25,7202.43017578125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-04-30 14:30:00-04:00,2026-04-30,17.219999313354492,7214.14990234375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-04-30 15:30:00-04:00,2026-04-30,16.93000030517578,7209.6298828125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-01 09:30:00-04:00,2026-05-01,16.579999923706055,7265.93017578125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV LOW + BULLISH — thin premium (IVP<40) makes Diagonal risk/reward unfavourable; wait for IV to expand,
2026-05-01 10:30:00-04:00,2026-05-01,16.68000030517578,7256.6298828125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV LOW + BULLISH — thin premium (IVP<40) makes Diagonal risk/reward unfavourable; wait for IV to expand,
2026-05-01 11:30:00-04:00,2026-05-01,16.829999923706055,7245.52978515625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH but IVP=42 < 43 — insufficient premium for BPS risk/reward,
2026-05-01 12:30:00-04:00,2026-05-01,16.719999313354492,7253.080078125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV LOW + BULLISH — thin premium (IVP<40) makes Diagonal risk/reward unfavourable; wait for IV to expand,
2026-05-01 13:30:00-04:00,2026-05-01,16.889999389648438,7245.0498046875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-01 14:30:00-04:00,2026-05-01,16.8700008392334,7247.5498046875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH but IVP=42 < 43 — insufficient premium for BPS risk/reward,
2026-05-01 15:30:00-04:00,2026-05-01,17.0,7229.31982421875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-04 09:30:00-04:00,2026-05-04,17.43000030517578,7234.72998046875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-04 10:30:00-04:00,2026-05-04,17.5,7206.77001953125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-04 11:30:00-04:00,2026-05-04,18.440000534057617,7192.52978515625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=63 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-04 12:30:00-04:00,2026-05-04,18.84000015258789,7207.8798828125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.NEUTRAL,"NORMAL + IV NEUTRAL + BULLISH but IVP=67 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-04 13:30:00-04:00,2026-05-04,18.149999618530273,7200.60986328125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-04 14:30:00-04:00,2026-05-04,18.360000610351562,7200.3701171875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-04 15:30:00-04:00,2026-05-04,18.18000030517578,7201.4599609375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-05 09:30:00-04:00,2026-05-05,17.440000534057617,7256.1298828125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-05 10:30:00-04:00,2026-05-05,17.399999618530273,7257.52001953125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-05 11:30:00-04:00,2026-05-05,17.540000915527344,7258.77001953125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-05 12:30:00-04:00,2026-05-05,17.40999984741211,7261.68017578125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-05 13:30:00-04:00,2026-05-05,17.25,7267.990234375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-05 14:30:00-04:00,2026-05-05,17.239999771118164,7270.18017578125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-05 15:30:00-04:00,2026-05-05,17.43000030517578,7259.47021484375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 09:30:00-04:00,2026-05-06,17.149999618530273,7322.580078125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 10:30:00-04:00,2026-05-06,17.020000457763672,7344.1201171875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 11:30:00-04:00,2026-05-06,17.229999542236328,7341.33984375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 12:30:00-04:00,2026-05-06,17.149999618530273,7340.1298828125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 13:30:00-04:00,2026-05-06,17.0,7353.7998046875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 14:30:00-04:00,2026-05-06,17.15999984741211,7362.02001953125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-06 15:30:00-04:00,2026-05-06,17.25,7363.68017578125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 09:30:00-04:00,2026-05-07,17.239999771118164,7369.60986328125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 10:30:00-04:00,2026-05-07,17.1299991607666,7372.16015625,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 11:30:00-04:00,2026-05-07,17.31999969482422,7357.080078125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 12:30:00-04:00,2026-05-07,17.40999984741211,7329.740234375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 13:30:00-04:00,2026-05-07,17.239999771118164,7335.93994140625,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 14:30:00-04:00,2026-05-07,17.190000534057617,7327.68994140625,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-07 15:30:00-04:00,2026-05-07,17.059999465942383,7337.10986328125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 09:30:00-04:00,2026-05-08,17.040000915527344,7389.68994140625,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 10:30:00-04:00,2026-05-08,17.3799991607666,7391.22998046875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 11:30:00-04:00,2026-05-08,17.290000915527344,7397.56005859375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 12:30:00-04:00,2026-05-08,17.280000686645508,7399.56982421875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 13:30:00-04:00,2026-05-08,17.479999542236328,7399.5,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 14:30:00-04:00,2026-05-08,17.479999542236328,7389.0,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-08 15:30:00-04:00,2026-05-08,17.18000030517578,7397.43017578125,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-11 09:30:00-04:00,2026-05-11,18.190000534057617,7405.77978515625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=63 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-11 10:30:00-04:00,2026-05-11,18.059999465942383,7422.6201171875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-11 11:30:00-04:00,2026-05-11,17.940000534057617,7425.2998046875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-11 12:30:00-04:00,2026-05-11,18.110000610351562,7419.56005859375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-11 13:30:00-04:00,2026-05-11,18.15999984741211,7425.1201171875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-11 14:30:00-04:00,2026-05-11,18.280000686645508,7406.64990234375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=64 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-11 15:30:00-04:00,2026-05-11,18.360000610351562,7412.9501953125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=64 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-12 09:30:00-04:00,2026-05-12,18.84000015258789,7369.330078125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.NEUTRAL,"NORMAL + IV NEUTRAL + BULLISH but IVP=69 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-12 10:30:00-04:00,2026-05-12,18.889999389648438,7343.490234375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.NEUTRAL,"NORMAL + IV NEUTRAL + BULLISH but IVP=70 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-12 11:30:00-04:00,2026-05-12,18.950000762939453,7348.169921875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.NEUTRAL,NORMAL + IV HIGH + BULLISH — no strategy has statistically significant alpha in this cell; REDUCE_WAIT (SPEC-060),
2026-05-12 12:30:00-04:00,2026-05-12,18.639999389648438,7364.10986328125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=68 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-12 13:30:00-04:00,2026-05-12,18.209999084472656,7382.9599609375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=63 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-12 14:30:00-04:00,2026-05-12,18.110000610351562,7391.85986328125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-12 15:30:00-04:00,2026-05-12,17.940000534057617,7401.6298828125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 09:30:00-04:00,2026-05-13,18.09000015258789,7404.39013671875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 10:30:00-04:00,2026-05-13,18.0,7414.35986328125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 11:30:00-04:00,2026-05-13,18.100000381469727,7438.64990234375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=62 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 12:30:00-04:00,2026-05-13,17.979999542236328,7448.080078125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 13:30:00-04:00,2026-05-13,17.889999389648438,7456.33984375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 14:30:00-04:00,2026-05-13,17.81999969482422,7456.22021484375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=58 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-13 15:30:00-04:00,2026-05-13,17.8700008392334,7444.8798828125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=59 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-14 09:30:00-04:00,2026-05-14,17.940000534057617,7481.0,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-14 10:30:00-04:00,2026-05-14,18.0,7507.259765625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-14 11:30:00-04:00,2026-05-14,17.81999969482422,7501.85009765625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=58 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-14 12:30:00-04:00,2026-05-14,17.600000381469727,7490.56005859375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=55 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-14 13:30:00-04:00,2026-05-14,17.399999618530273,7496.81982421875,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-14 14:30:00-04:00,2026-05-14,17.239999771118164,7501.740234375,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-14 15:30:00-04:00,2026-05-14,17.329999923706055,7502.0400390625,Bull Put Spread,OPEN,False,NORMAL,BULLISH,IVSignal.LOW,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,
2026-05-15 09:30:00-04:00,2026-05-15,18.700000762939453,7430.0400390625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=69 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-15 10:30:00-04:00,2026-05-15,18.350000381469727,7431.89990234375,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=65 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-15 11:30:00-04:00,2026-05-15,18.40999984741211,7432.669921875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=66 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-15 12:30:00-04:00,2026-05-15,18.149999618530273,7445.7001953125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=64 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-15 13:30:00-04:00,2026-05-15,17.920000076293945,7436.8798828125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=60 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-15 14:30:00-04:00,2026-05-15,17.940000534057617,7421.02001953125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=61 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-15 15:30:00-04:00,2026-05-15,18.260000228881836,7409.18017578125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=64 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-18 09:30:00-04:00,2026-05-18,18.389999389648438,7413.85009765625,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=66 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-18 10:30:00-04:00,2026-05-18,18.450000762939453,7375.080078125,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=66 ≥ 55 — stressed vol environment, BPS tail risk too high",
2026-05-18 11:30:00-04:00,2026-05-18,18.649999618530273,7366.47998046875,Reduce / Wait,WAIT,True,NORMAL,BULLISH,IVSignal.LOW,"NORMAL + IV NEUTRAL + BULLISH but IVP=69 ≥ 55 — stressed vol environment, BPS tail risk too high",
